iter	RMSE
386	0.1370720063
387	0.1367913234
388	0.1365570841
389	0.136488071
390	0.1361885198
391	0.135978369
392	0.1359595719
393	0.1358925407
394	0.1355258764
395	0.1354646174
396	0.1350979395
397	0.134809232
398	0.1345200238
399	0.1342088093
400	0.1338591253
401	0.1335848148
402	0.1334247344
403	0.133170784
404	0.1327921817
405	0.1327232673
406	0.1326774679
407	0.1323453654
408	0.1322136401
409	0.1318357426
410	0.1314657149
411	0.1311521801
412	0.130717143
413	0.130678592
414	0.1305521236
415	0.1303425079
416	0.1302900761
417	0.1299672252
418	0.1295400321
419	0.1292639139
420	0.1291870025
421	0.1289518033
422	0.1289001978
423	0.1286165864
424	0.1285412484
425	0.128425127
426	0.1281551408
427	0.1280709322
428	0.1278099888
429	0.1277933534
430	0.1275338923
431	0.1272537605
432	0.126917019
433	0.1267020764
434	0.1264331946
435	0.1263873922
436	0.1261277568
437	0.1259798114
438	0.1256036795
439	0.1252077839
440	0.124963072
441	0.1248133026
442	0.1245276356
443	0.1242394227
444	0.1240653458
445	0.1240276511
446	0.123606412
447	0.1232972381
448	0.1230077216
449	0.1229683967
450	0.1227425624
451	0.1226036308
452	0.1225672061
453	0.1223500807
454	0.1221219513
455	0.1218933191
456	0.1218499193
457	0.1216317761
458	0.1215979095
459	0.1214652952
460	0.1214279185
461	0.121382471
462	0.121338468
463	0.1212311489
464	0.1209241789
465	0.1207555353
466	0.1205100862
467	0.1201387217
468	0.1198963776
469	0.1198248817
470	0.1197410729
471	0.1197042738
472	0.1196731168
473	0.1192713277
474	0.1190328006
475	0.1187963271
476	0.1184954439
477	0.1184823587
478	0.1184396529
479	0.1182856778
480	0.1181177421
481	0.1180617276
482	0.117715558
483	0.1174454999
484	0.1174087819
485	0.1173545969
486	0.117181594
487	0.1169234214
488	0.1168998935
489	0.1168335609
490	0.1165517348
491	0.1163861864
492	0.1160721055
493	0.1160300589
494	0.1157875688
495	0.1155524766
496	0.1152802451
497	0.1150398977
498	0.1148186643
499	0.1146273334
500	0.1143115862
501	0.1142825761
502	0.1139299398
503	0.1137669039
504	0.1136480993
505	0.1133653384
506	0.113351044
507	0.1131494504
508	0.1129435912
509	0.1128861806
510	0.112567875
511	0.1125422178
512	0.1122054927
513	0.1119606668
514	0.1117568846
515	0.111505887
516	0.1112833723
517	0.1112520253
518	0.111064482
519	0.1109195127
520	0.1105584771
521	0.110405284
522	0.110169707
523	0.1099768845
524	0.1098749366
525	0.1096007582
526	0.1095882311
527	0.1093581714
528	0.109332797
529	0.1091738491
530	0.1089520048
531	0.1088959139
532	0.1087111284
533	0.1084969149
534	0.1084849221
535	0.1084580166
536	0.1082470079
537	0.1079978196
538	0.1079660964
539	0.107620526
540	0.1073443799
541	0.1071682218
542	0.1069470302
543	0.1069041605
544	0.1066521114
545	0.1065532002
546	0.1065416612
547	0.1063059926
548	0.1062682806
549	0.1060911998
550	0.1058657708
551	0.1055906777
552	0.1055687586
553	0.1054114232
554	0.105361189
555	0.1051807555
556	0.1051568169
557	0.105060328
558	0.1048737955
559	0.1048372037
560	0.1048052659
561	0.1047283997
562	0.1045143643
563	0.1044999967
564	0.1044328855
565	0.1041976471
566	0.1040295843
567	0.1039687225
568	0.1038756456
569	0.1036527401
570	0.1036101702
571	0.1035217009
572	0.1033906349
573	0.1031838495
574	0.1030564703
575	0.1028116944
576	0.1026145322
577	0.1025167954
578	0.1023822638
579	0.1021927517
580	0.1020638788
581	0.1018884524
582	0.1018744445
583	0.1016393579
584	0.1014672604
585	0.1012279066
586	0.1010953541
587	0.1010022624
588	0.1009757693
589	0.1009572347
590	0.1007465981
591	0.1007169798
592	0.1005726422
593	0.1005170693
594	0.100343676
595	0.1002024613
596	0.100044455
597	0.09999610533
598	0.09986061509
599	0.09956473215
600	0.09933081449
601	0.09926721729
602	0.0990597484
603	0.09897873749
604	0.09884326335
605	0.09858585481
606	0.09855420976
607	0.09841867375
608	0.09839440095
609	0.0982701817
610	0.09817568918
611	0.09815494041
612	0.09797101907
613	0.09776145858
614	0.09754824862
615	0.09734079416
616	0.09720833837
617	0.0970230458
618	0.09681104444
619	0.09669955206
620	0.09669220335
621	0.09664930249
622	0.09662029276
623	0.09644233335
624	0.09625430897
625	0.09600918712
626	0.09590715189
627	0.09568640695
628	0.09557020708
629	0.09536250239
630	0.09524972844
631	0.09522565539
632	0.09519665594
633	0.09508116357
634	0.09491674389
635	0.09480362491
636	0.09467186875
637	0.09454718291
638	0.09428504802
639	0.09408941191
640	0.09383614508
641	0.09368768664
642	0.09361749554
643	0.09342724984
644	0.0934125691
645	0.09331500327
646	0.09329984737
647	0.09312570131
648	0.09296547501
649	0.0929518203
650	0.09293553644
651	0.09283801855
652	0.09282854164
653	0.09273270732
654	0.0926301425
655	0.09255728637
656	0.09234750359
657	0.09232276441
658	0.09221219733
659	0.09217790254
660	0.09197667615
661	0.09182648394
662	0.09180982675
663	0.09161760562
664	0.09153598205
665	0.09151346668
666	0.09149116148
667	0.09135502099
668	0.09133470422
669	0.09118627091
670	0.0910763956
671	0.09095082243
672	0.09068806966
673	0.09058211739
674	0.09028621446
675	0.09026693229
676	0.09015954915
677	0.09001494284
678	0.08999967389
679	0.08989268744
680	0.08981229087
681	0.08965955555
682	0.08942030326
683	0.08925137889
684	0.08897404647
685	0.08895499153
686	0.08884603103
687	0.08865882847
688	0.08851165657
689	0.08837119738
690	0.0882619463
691	0.08815710445
692	0.08800050352
693	0.08783845785
694	0.08771578718
695	0.0877024719
696	0.08756255753
697	0.08743304128
698	0.08733248624
699	0.0872306018
700	0.08707186675
701	0.0869735632
702	0.08687407067
703	0.08684079886
704	0.08673401327
705	0.08651181284
706	0.08647027883
707	0.08630217846
708	0.086264808
709	0.08608406218
710	0.08588595902
711	0.08573241867
712	0.08563429964
713	0.08544260218
714	0.08523798126
715	0.08520536904
716	0.08505710833
717	0.08489243199
718	0.08486960155
719	0.08477356933
720	0.08469554434
721	0.08447416487
722	0.08429714025
723	0.08428287455
724	0.08420193602
725	0.08418069099
726	0.08412490493
727	0.08395764627
728	0.08380088392
729	0.08373663278
730	0.08367461573
731	0.08365490322
732	0.0835404945
733	0.08346614597
734	0.08323057888
735	0.08305191424
736	0.082878711
737	0.0827119635
738	0.0825879919
739	0.08239587876
740	0.08237720474
741	0.08221293568
742	0.08206883782
743	0.08192403579
744	0.08190448699
745	0.08182751044
746	0.08172657466
747	0.08162226906
748	0.081437777
749	0.08142409968
750	0.08130939272
751	0.08123132821
752	0.08121971803
753	0.08108118796
754	0.08100712395
755	0.0809081915
756	0.08089639239
757	0.08078891312
758	0.08062696286
759	0.08054925214
760	0.08037004611
761	0.08027151759
762	0.08023475708
763	0.08019607675
764	0.0801789242
765	0.08017160076
766	0.08012964539
767	0.08011103879
768	0.08001932944
769	0.07994184718
770	0.07984179386
771	0.07963133431
772	0.07959819789
773	0.07954982973
774	0.07954021404
775	0.07939663206
776	0.07933399016
777	0.07920544067
778	0.07899904671
779	0.07882038089
780	0.07874558253
781	0.07863450673
782	0.07854511492
783	0.07845854274
784	0.07827609184
785	0.07810382371
786	0.07800583768
787	0.07786049576
788	0.07781519506
789	0.07769706974
790	0.07762462407
791	0.07750641382
792	0.07743665178
793	0.07727897514
794	0.07717499087
795	0.07703244861
796	0.0769017106
797	0.07673850695
798	0.07660246075
799	0.07659249493
800	0.07647617382
801	0.07634160038
802	0.07631979059
803	0.07630306733
804	0.07628898137
805	0.07619601135
806	0.07612843956
807	0.07601337081
808	0.07595726329
809	0.0759412879
810	0.07589220221
811	0.07587576797
812	0.07574730928
813	0.07573677074
814	0.07569414912
815	0.07553005668
816	0.07550628315
817	0.07534608173
818	0.07521084329
819	0.07512788844
820	0.07507977121
821	0.07499843846
822	0.07487482739
823	0.07486392604
824	0.07472871524
825	0.07451935431
826	0.0743407685
827	0.07422060712
828	0.07414679615
829	0.07401290722
830	0.0739404265
831	0.07375957074
832	0.07371237023
833	0.07356483676
834	0.07346267934
835	0.07345228392
836	0.07334393723
837	0.07332943603
838	0.0731659643
839	0.07315556435
840	0.07309137402
841	0.07303208955
842	0.07289367616
843	0.07272707396
844	0.0727117534
845	0.07253225213
846	0.07243240486
847	0.07240516795
848	0.07239674445
849	0.07237637647
850	0.07234117608
851	0.07221661011
852	0.07220800946
853	0.07208057938
854	0.07196510984
855	0.07195966823
856	0.07194435808
857	0.07182414802
858	0.07172250066
859	0.07162359695
860	0.07161388359
861	0.07146429476
862	0.07144807256
863	0.07133169697
864	0.07127682558
865	0.07121807405
866	0.07117974982
867	0.07110527756
868	0.07101673769
869	0.0710092422
870	0.07098968916
871	0.07095876294
872	0.07088392214
873	0.07084754374
874	0.07070882215
875	0.07067364848
876	0.07066677263
877	0.07065497732
878	0.07064312934
879	0.07054122533
880	0.07053029869
881	0.07047650253
882	0.07039454268
883	0.07033956368
884	0.07025226484
885	0.07016792406
886	0.07016258674
887	0.07008443434
888	0.06997160521
889	0.06990012744
890	0.06984512682
891	0.06971901954
892	0.06961824301
893	0.06953716453
894	0.06938678161
895	0.06934505799
896	0.06922963386
897	0.06911278268
898	0.06898047259
899	0.06889394061
900	0.06876004025
901	0.06864966437
902	0.06854004354
903	0.06840767897
904	0.06835412337
905	0.06833884875
906	0.06832661232
907	0.0681929292
908	0.0681625361
909	0.06812889747
910	0.0681157558
911	0.06801899622
912	0.06789314166
913	0.06782415197
914	0.0678112161
915	0.06771175133
916	0.06763639362
917	0.06760523435
918	0.06754523963
919	0.06754031122
920	0.0674623123
921	0.06744700758
922	0.06735659239
923	0.06734987913
924	0.06726762585
925	0.06715700265
926	0.06712386263
927	0.06711781875
928	0.06704050684
929	0.06698674014
930	0.0669203697
931	0.0668117091
932	0.06670650661
933	0.06666014484
934	0.06659827574
935	0.06650749619
936	0.06644742876
937	0.06634323441
938	0.06630403868
939	0.06622235242
940	0.06621422721
941	0.06614343837
942	0.06603007468
943	0.06596567074
944	0.06590181758
945	0.06586032084
946	0.06572192499
947	0.06567281115
948	0.0655715267
949	0.06544193986
950	0.06536740545
951	0.06536015484
952	0.0652062858
953	0.06514368873
954	0.06503778946
955	0.06503215303
956	0.06502014772
957	0.06498270083
958	0.06489298785
959	0.0648077812
960	0.06480365839
961	0.06477936187
962	0.06468064195
963	0.06466210603
964	0.06450154234
965	0.06443276729
966	0.06432206836
967	0.06431479268
968	0.06430947862
969	0.06429998435
970	0.06421175246
971	0.06420691103
972	0.0641860326
973	0.06408887098
974	0.06404372177
975	0.06403933496
976	0.06402298227
977	0.06401167106
978	0.06393662674
979	0.06386456208
980	0.06379275493
981	0.06373977027
982	0.06368290166
983	0.06362875862
984	0.06346215813
985	0.0633503939
986	0.06326178205
987	0.06317147484
988	0.06307080987
989	0.0629446514
990	0.06286413361
991	0.06277043673
992	0.06268768361
993	0.06259105867
994	0.06253225937
995	0.06247574281
996	0.06234790079
997	0.06233615164
998	0.06231982256
999	0.06215482822
